"图层",X 坐标,"Y 坐标","内容"
"停车位",2348.9418,"2552.2757","208057"
"停车位",2348.9386,"2552.2786","208058"
"停车位",2348.9368,"2552.2804","208059"
"停车位",2348.9337,"2552.2831","208060"
"停车位",2348.9306,"2552.2857","208061"
"停车位",2348.9287,"2552.2872","208062"
"停车位",2348.9258,"2552.2897","208063"
"停车位",2348.9236,"2552.2914","208064"
"停车位",2348.9206,"2552.2937","208065"
"停车位",2348.9186,"2552.2952","208066"
"停车位",2348.904,"2552.3062","208067"
"停车位",2348.9019,"2552.3076","208068"
"停车位",2348.8988,"2552.31","208069"
"停车位",2348.8966,"2552.3116","208070"
"停车位",2348.8935,"2552.3139","208071"
"停车位",2348.888,"2552.3178","208073"
"停车位",2348.886,"2552.3196","208074"
"停车位",2348.8826,"2552.3218","208075"
"停车位",2348.8804,"2552.3233","208076"
"停车位",2348.8772,"2552.3256","208077"
"停车位",2348.875,"2552.3272","208078"
"停车位",2348.8574,"2552.3007","208080"
"停车位",2348.8628,"2552.2972","208081"
"停车位",2348.8685,"2552.2932","208082"
"停车位",2348.875,"2552.2889","208083"
"停车位",2348.9448,"2552.2289","208084"
"停车位",2348.9491,"2552.2233","208085"
"停车位",2348.9553,"2552.2128","208086"
"停车位",2348.9577,"2552.2083","208087"
"停车位",2348.96,"2552.2042","208088"
"停车位",2348.962,"2552.1997","208089"
"停车位",2348.9632,"2552.1967","208090"
"停车位",2348.9666,"2552.189","208091"
"停车位",2348.9688,"2552.1825","208092"
"停车位",2348.9698,"2552.18","208093"
"停车位",2348.9717,"2552.1735","208094"
"停车位",2348.9737,"2552.1682","208095"
"停车位",2348.9772,"2552.1553","208096"
"停车位",2348.9807,"2552.1413","208097"
"停车位",2348.9853,"2552.1037","208098"
"停车位",2348.9847,"2552.0985","208099"
"停车位",2348.9842,"2552.0932","208100"
"停车位",2348.9841,"2552.0864","208101"
"停车位",2348.9853,"2552.0649","208102"
"停车位",2348.9858,"2552.0424","208106"
"停车位",2348.9857,"2552.0359","208107"
"停车位",2349.0906,"2551.675","210001"
"停车位",2349.0966,"2551.6745","210002"
"停车位",2349.1029,"2551.6732","210003"
"停车位",2349.1089,"2551.672","210004"
"停车位",2349.1153,"2551.6708","210005"
"停车位",2349.1216,"2551.6708","210006"
"停车位",2349.1277,"2551.6709","210007"
"停车位",2349.1338,"2551.6709","210008"
"停车位",2349.3022,"2551.6699","210033"
"停车位",2349.3088,"2551.6699","210034"
"停车位",2349.3936,"2551.6718","210036"
"停车位",2349.3999,"2551.6732","210037"
"停车位",2349.4057,"2551.6747","210038"
"停车位",2349.4115,"2551.6763","210039"
"停车位",2349.4178,"2551.6779","210040"
"停车位",2349.4236,"2551.6804","210041"
"停车位",2349.4293,"2551.683","210042"
"停车位",2349.435,"2551.6856","210043"
"停车位",2349.4403,"2551.6882","210044"
"停车位",2349.4462,"2551.6919","210045"
"停车位",2349.451,"2551.6951","210046"
"停车位",2349.456,"2551.6987","210047"
"停车位",2349.4611,"2551.7023","210048"
"停车位",2349.466,"2551.7067","210049"
"停车位",2349.3898,"2551.6576","210068"
"停车位",2349.3836,"2551.6568","210069"
"停车位",2349.3776,"2551.6566","210070"
"停车位",2349.3715,"2551.6561","210071"
"停车位",2349.3655,"2551.656","210072"
"停车位",2349.3589,"2551.6561","210073"
"停车位",2349.3529,"2551.656","210074"
"停车位",2349.3464,"2551.656","210075"
"停车位",2349.3405,"2551.6562","210076"
"停车位",2349.3344,"2551.6562","210077"
"停车位",2349.3281,"2551.6562","210078"
"停车位",2349.322,"2551.6562","210079"
"停车位",2349.3151,"2551.6564","210080"
"停车位",2349.2899,"2551.6564","210081"
"停车位",2349.2838,"2551.6564","210082"
"停车位",2349.2775,"2551.6564","210083"
"停车位",2349.2713,"2551.6565","210084"
"停车位",2349.15,"2551.6571","210090"
"停车位",2349.1439,"2551.6569","210091"
"停车位",2349.1376,"2551.657","210092"
"停车位",2349.1313,"2551.6571","210093"
"停车位",2349.1253,"2551.6571","210094"
"停车位",2349.0809,"2551.6531","210102"
"停车位",2349.075,"2551.6533","210103"
"停车位",2349.0687,"2551.6533","210104"
"停车位",2349.0627,"2551.6533","210105"
"停车位",2348.9858,"2551.9448","210189"
"停车位",2348.9859,"2551.939","210190"
"停车位",2348.9859,"2551.9365","210191"
"停车位",2348.9858,"2551.9307","210192"
"停车位",2348.9857,"2551.9282","210193"
"停车位",2348.9859,"2551.9223","210194"
"停车位",2348.9859,"2551.9198","210195"
"停车位",2348.9859,"2551.9172","210196"
"停车位",2348.986,"2551.9148","210197"
"停车位",2348.9695,"2551.9283","210198"
"停车位",2348.9694,"2551.9256","210199"
"停车位",2348.9692,"2551.9231","210200"
"停车位",2348.9692,"2551.9206","210201"
"停车位",2348.9692,"2551.918","210202"
"停车位",2348.9691,"2551.9154","210203"
"停车位",2348.9691,"2551.9129","210204"
"停车位",2348.9692,"2551.9104","210205"
"停车位",2348.9693,"2551.9079","210206"
"停车位",2348.9899,"2551.886","210207"
"停车位",2348.9899,"2551.8835","210208"
"停车位",2348.9899,"2551.8778","210209"
"停车位",2348.9899,"2551.8754","210210"
"停车位",2348.9899,"2551.8694","210211"
"停车位",2348.9899,"2551.8669","210212"
"停车位",2348.9897,"2551.8613","210213"
"停车位",2348.9898,"2551.8587","210214"
"停车位",2348.9896,"2551.853","210215"
"停车位",2348.9897,"2551.8505","210216"
"停车位",2348.9898,"2551.848","210217"
"停车位",2348.9898,"2551.8422","210218"
"停车位",2348.9897,"2551.8397","210219"
"停车位",2348.9897,"2551.834","210220"
"停车位",2348.9897,"2551.8315","210221"
"停车位",2348.9858,"2551.7513","210239"
"停车位",2348.9857,"2551.7457","210240"
"停车位",2348.9856,"2551.7433","210241"
"停车位",2348.9856,"2551.7377","210242"
"停车位",2348.9855,"2551.7353","210243"
"停车位",2348.9855,"2551.7296","210244"
"停车位",2348.9857,"2551.727","210245"
"停车位",2348.9857,"2551.7215","210246"
"停车位",2348.9856,"2551.719","210247"
"停车位",2348.9857,"2551.7132","210248"
"停车位",2348.9857,"2551.7108","210249"
"停车位",2348.9857,"2551.7052","210250"
"停车位",2348.9857,"2551.7027","210251"
"停车位",2351.9278,"2551.3131","212001"
"停车位",2351.934,"2551.312","212002"
"停车位",2351.9398,"2551.3111","212003"
"停车位",2351.9462,"2551.3099","212004"
"停车位",2351.9519,"2551.3089","212005"
"停车位",2351.9582,"2551.3078","212006"
"停车位",2351.964,"2551.3069","212007"
"停车位",2351.9701,"2551.3059","212008"
"停车位",2351.9762,"2551.3047","212009"
"停车位",2351.9824,"2551.3037","212010"
"停车位",2351.9884,"2551.3026","212011"
"停车位",2351.9943,"2551.3016","212012"
"停车位",2352.0003,"2551.3007","212013"
"停车位",2352.006,"2551.2998","212014"
"停车位",2352.0119,"2551.2987","212015"
"停车位",2352.0183,"2551.2976","212016"
"停车位",2352.0243,"2551.2965","212017"
"停车位",2352.0471,"2551.2925","212018"
"停车位",2352.0532,"2551.2915","212019"
"停车位",2352.0592,"2551.2904","212020"
"停车位",2352.0651,"2551.2895","212021"
"停车位",2352.0712,"2551.2883","212022"
"停车位",2352.0772,"2551.2873","212023"
"停车位",2352.0836,"2551.2863","212024"
"停车位",2352.0891,"2551.2852","212025"
"停车位",2352.0952,"2551.2843","212026"
"停车位",2352.0919,"2551.2667","212027"
"停车位",2352.0854,"2551.2678","212028"
"停车位",2352.0797,"2551.2689","212029"
"停车位",2352.0738,"2551.27","212030"
"停车位",2352.0677,"2551.2712","212031"
"停车位",2352.0619,"2551.2721","212032"
"停车位",2352.0556,"2551.2732","212033"
"停车位",2352.0497,"2551.2746","212034"
"停车位",2352.0439,"2551.2763","212035"
"停车位",2352.0265,"2551.2821","212036"
"停车位",2352.0203,"2551.2832","212037"
"停车位",2352.0143,"2551.2842","212038"
"停车位",2352.0085,"2551.2853","212039"
"停车位",2352.0026,"2551.2863","212040"
"停车位",2351.9964,"2551.2875","212041"
"停车位",2351.9906,"2551.2885","212042"
"停车位",2351.9844,"2551.2895","212043"
"停车位",2351.9787,"2551.2905","212044"
"停车位",2351.9723,"2551.2915","212045"
"停车位",2351.9663,"2551.2926","212046"
"停车位",2351.9608,"2551.2927","212047"
"停车位",2351.9551,"2551.2926","212048"
"停车位",2351.9486,"2551.2925","212049"
"停车位",2351.9421,"2551.2929","212050"
"停车位",2351.9362,"2551.294","212051"
"停车位",2352.0638,"2550.9288","213012"
"停车位",2352.0651,"2550.9347","213013"
"停车位",2352.0665,"2550.9407","213014"
"停车位",2352.068,"2550.9466","213015"
"停车位",2352.0695,"2550.9525","213016"
"停车位",2352.0708,"2550.9583","213017"
"停车位",2352.0722,"2550.9643","213018"
"停车位",2352.0736,"2550.9701","213019"
"停车位",2352.0749,"2550.9758","213020"
"停车位",2352.0763,"2550.9818","213021"
"停车位",2352.0776,"2550.9877","213022"
"停车位",2352.079,"2550.9937","213023"
"停车位",2352.0805,"2550.9995","213024"
"停车位",2352.0818,"2551.0054","213025"
"停车位",2352.0833,"2551.0113","213026"
"停车位",2352.0848,"2551.0174","213027"
"停车位",2352.0862,"2551.0232","213028"
"停车位",2352.0876,"2551.029","213029"
"停车位",2352.089,"2551.035","213030"
"停车位",2352.0904,"2551.0408","213031"
"停车位",2352.0918,"2551.0467","213032"
"停车位",2352.0933,"2551.0527","213033"
"停车位",2352.0946,"2551.0585","213034"
"停车位",2352.096,"2551.0645","213035"
"停车位",2352.0975,"2551.0703","213036"
"停车位",2352.0988,"2551.0762","213037"
"停车位",2352.1004,"2551.0821","213038"
"停车位",2352.1018,"2551.088","213039"
"停车位",2352.1032,"2551.0938","213040"
"停车位",2352.1047,"2551.0998","213041"
"停车位",2352.1061,"2551.1059","213042"
"停车位",2352.1075,"2551.1115","213043"
"停车位",2352.109,"2551.1175","213044"
"停车位",2352.11,"2551.123","213045"
"停车位",2352.1115,"2551.1291","213046"
"停车位",2352.1287,"2551.1838","213047"
"停车位",2352.1301,"2551.1895","213048"
"停车位",2352.1316,"2551.1954","213049"
"停车位",2352.133,"2551.2014","213050"
"停车位",2352.1345,"2551.2072","213051"
"停车位",2352.136,"2551.2132","213052"
"停车位",2352.1373,"2551.2188","213053"
"停车位",2352.1389,"2551.2248","213054"
"停车位",2352.1405,"2551.2305","213055"
"停车位",2352.1426,"2551.2364","213056"
"停车位",2352.1456,"2551.2415","213057"
"停车位",2352.1498,"2551.2459","213058"
"停车位",2352.1172,"2551.2299","213060"
"停车位",2352.1157,"2551.2243","213061"
"停车位",2352.1144,"2551.2184","213062"
"停车位",2352.113,"2551.2124","213063"
"停车位",2352.1115,"2551.2064","213064"
"停车位",2352.11,"2551.2006","213065"
"停车位",2352.1087,"2551.1946","213066"
"停车位",2352.1073,"2551.1887","213067"
"停车位",2352.0975,"2551.1324","213068"
"停车位",2352.0961,"2551.1263","213069"
"停车位",2352.0949,"2551.1204","213070"
"停车位",2352.0935,"2551.1144","213071"
"停车位",2352.0919,"2551.1086","213072"
"停车位",2352.0904,"2551.1027","213073"
"停车位",2352.0891,"2551.0967","213074"
"停车位",2352.0875,"2551.0907","213075"
"停车位",2352.0862,"2551.085","213076"
"停车位",2352.0848,"2551.079","213077"
"停车位",2352.0835,"2551.0732","213078"
"停车位",2352.0821,"2551.0671","213079"
"停车位",2352.0806,"2551.0614","213080"
"停车位",2352.0792,"2551.0554","213081"
"停车位",2352.0778,"2551.0496","213082"
"停车位",2352.0763,"2551.0437","213083"
"停车位",2352.0749,"2551.0376","213084"
"停车位",2352.0735,"2551.032","213085"
"停车位",2352.0721,"2551.0263","213086"
"停车位",2352.0707,"2551.0201","213087"
"停车位",2352.0694,"2551.0143","213088"
"停车位",2352.0679,"2551.0085","213089"
"停车位",2352.0665,"2551.0029","213090"
"停车位",2352.0651,"2550.9965","213091"
"停车位",2352.0638,"2550.991","213092"
"停车位",2352.0622,"2550.9852","213093"
"停车位",2352.0609,"2550.9793","213094"
"停车位",2352.0594,"2550.9731","213095"
"停车位",2352.0579,"2550.9674","213096"
"停车位",2352.0567,"2550.9615","213097"
"停车位",2352.0552,"2550.9555","213098"
"停车位",2352.0538,"2550.9497","213099"
"停车位",2352.0524,"2550.9436","213100"
"停车位",2352.0509,"2550.9377","213101"
"停车位",2352.0496,"2550.9317","213102"
"停车位",2352.0372,"2550.8945","213106"
"停车位",2352.0344,"2550.8827","213108"
"停车位",2352.0315,"2550.871","213110"
"停车位",2352.0301,"2550.865","213111"
"停车位",2352.0286,"2550.8591","213112"
"停车位",2352.0272,"2550.8532","213113"
"停车位",2352.0358,"2550.8886","213107"
"停车位",2352.0329,"2550.8768","213109"
"停车位",2352.4177,"2552.0897","214001"
"停车位",2352.4206,"2552.0952","214002"
"停车位",2352.4234,"2552.1009","214003"
"停车位",2352.4261,"2552.1064","214004"
"停车位",2352.4288,"2552.1115","214005"
"停车位",2352.4318,"2552.1172","214006"
"停车位",2352.4345,"2552.1226","214007"
"停车位",2352.4372,"2552.1281","214008"
"停车位",2352.44,"2552.1335","214009"
"停车位",2352.4429,"2552.1389","214010"
"停车位",2352.4455,"2552.1441","214011"
"停车位",2352.4484,"2552.1497","214012"
"停车位",2352.4513,"2552.155","214013"
"停车位",2352.4591,"2552.1708","214014"
"停车位",2352.462,"2552.1762","214015"
"停车位",2352.4647,"2552.1819","214016"
"停车位",2352.4843,"2552.2195","214017"
"停车位",2352.4871,"2552.2249","214018"
"停车位",2352.4899,"2552.2305","214019"
"停车位",2352.4928,"2552.2356","214020"
"停车位",2352.4953,"2552.2411","214021"
"停车位",2352.4982,"2552.2464","214022"
"停车位",2352.501,"2552.2519","214023"
"停车位",2352.504,"2552.2576","214024"
"停车位",2352.5067,"2552.2629","214025"
"停车位",2352.5093,"2552.2682","214026"
"停车位",2352.5121,"2552.2738","214027"
"停车位",2352.515,"2552.2791","214028"
"停车位",2352.5178,"2552.2848","214029"
"停车位",2352.5205,"2552.29","214030"
"停车位",2352.5234,"2552.2953","214031"
"停车位",2352.5261,"2552.3011","214032"
"停车位",2352.5289,"2552.3064","214033"
"停车位",2352.5319,"2552.3119","214034"
"停车位",2351.6657,"2551.5697","211001"
"停车位",2351.669,"2551.5748","211002"
"停车位",2351.6722,"2551.58","211003"
"停车位",2351.6754,"2551.5852","211004"
"停车位",2351.6786,"2551.5904","211005"
"停车位",2351.6817,"2551.5956","211006"
"停车位",2351.6849,"2551.6008","211007"
"停车位",2351.688,"2551.606","211008"
"停车位",2351.6911,"2551.6112","211009"
"停车位",2351.6944,"2551.6167","211010"
"停车位",2351.6972,"2551.6221","211011"
"停车位",2351.7001,"2551.6276","211012"
"停车位",2351.7029,"2551.6331","211013"
"停车位",2351.7056,"2551.6385","211014"
"停车位",2351.7082,"2551.6441","211015"
"停车位",2351.7106,"2551.6497","211016"
"停车位",2351.7128,"2551.6555","211017"
"停车位",2351.7152,"2551.6611","211018"
"停车位",2351.7173,"2551.6667","211019"
"停车位",2351.7194,"2551.6724","211020"
"停车位",2351.7214,"2551.6783","211021"
"停车位",2351.7234,"2551.684","211022"
"停车位",2351.7253,"2551.69","211023"
"停车位",2351.7329,"2551.7132","211025"
"停车位",2351.7348,"2551.7188","211026"
"停车位",2351.7367,"2551.7246","211027"
"停车位",2351.7387,"2551.7303","211028"
"停车位",2351.7406,"2551.7362","211029"
"停车位",2351.7424,"2551.7419","211030"
"停车位",2351.7445,"2551.7478","211031"
"停车位",2351.7464,"2551.7533","211032"
"停车位",2351.7511,"2551.7672","211033"
"停车位",2351.753,"2551.773","211034"
"停车位",2351.755,"2551.7786","211035"
"停车位",2351.7614,"2551.7952","211036"
"停车位",2351.7641,"2551.8008","211037"
"停车位",2351.7667,"2551.8065","211038"
"停车位",2351.7693,"2551.8121","211039"
"停车位",2351.7717,"2551.8176","211040"
"停车位",2351.7739,"2551.8234","211041"
"停车位",2351.7757,"2551.8291","211042"
"停车位",2351.7776,"2551.8349","211043"
"停车位",2351.7795,"2551.8406","211044"
"停车位",2351.7815,"2551.8466","211045"
"停车位",2351.7834,"2551.8523","211046"
"停车位",2351.7854,"2551.858","211047"
"停车位",2351.7871,"2551.864","211048"
"停车位",2351.789,"2551.8699","211049"
"停车位",2351.791,"2551.8755","211050"
"停车位",2351.7929,"2551.8814","211051"
"停车位",2351.7717,"2551.8869","211052"
"停车位",2351.7699,"2551.881","211053"
"停车位",2351.768,"2551.8753","211054"
"停车位",2351.7659,"2551.8695","211055"
"停车位",2351.7641,"2551.8637","211056"
"停车位",2351.7623,"2551.8577","211057"
"停车位",2351.7603,"2551.8519","211058"
"停车位",2351.7485,"2551.802","211059"
"停车位",2351.7438,"2551.7881","211060"
"停车位",2351.7419,"2551.7823","211061"
"停车位",2351.7399,"2551.7764","211062"
"停车位",2351.738,"2551.7707","211063"
"停车位",2351.736,"2551.7649","211064"
"停车位",2351.7341,"2551.7591","211065"
"停车位",2351.7321,"2551.7535","211066"
"停车位",2351.7301,"2551.7476","211067"
"停车位",2351.7281,"2551.7415","211068"
"停车位",2351.7228,"2551.7251","211069"
"停车位",2351.7208,"2551.7193","211070"
"停车位",2351.7189,"2551.7136","211071"
"停车位",2351.717,"2551.7078","211072"
"停车位",2351.715,"2551.7022","211073"
"停车位",2351.713,"2551.6962","211074"
"停车位",2351.711,"2551.6904","211075"
"停车位",2351.7091,"2551.6847","211076"
"停车位",2351.7072,"2551.6788","211077"
"停车位",2351.7052,"2551.673","211078"
"停车位",2351.7032,"2551.6672","211079"
"停车位",2351.6991,"2551.6568","211080"
"停车位",2351.6973,"2551.6514","211081"
"停车位",2351.6595,"2551.6467","211082"
"停车位",2351.6575,"2551.6474","211083"
"停车位",2351.6554,"2551.6481","211084"
"停车位",2351.6534,"2551.6487","211085"
"停车位",2351.6513,"2551.6494","211086"
"停车位",2351.6494,"2551.6502","211087"
"停车位",2351.6473,"2551.6509","211088"
